"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"c-18","hsa04659","Th17 cell differentiation","4/54","108/8086",0.00570107324176669,0.0168588880149386,0.00865877289351031,"mrna_MTOR/mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3",4
"c-18","hsa04931","Insulin resistance","4/54","108/8086",0.00570107324176669,0.0168588880149386,0.00865877289351031,"mrna_PDPK1/mrna_MTOR/mrna_NFKB1/mrna_INSR",4
"c-18","hsa05145","Toxoplasmosis","4/54","112/8086",0.00647896122592178,0.0188893658276874,0.00970163208032764,"mrna_PDPK1/mrna_NFKB1/mrna_MAPK3/mrna_MAP2K3",4
"c-18","hsa04730","Long-term depression","3/54","60/8086",0.00736612469203964,0.021177608489614,0.0108768800277194,"mrna_MAPK3/mrna_PPP2R1A/mrna_NRAS",3
"c-18","hsa04935","Growth hormone synthesis, secretion and action","4/54","119/8086",0.00800459519967256,0.0225607826764149,0.011587282228924,"mrna_MTOR/mrna_MAPK3/mrna_MAP2K3/mrna_NRAS",4
"c-18","hsa04213","Longevity regulating pathway - multiple species","3/54","62/8086",0.00806520733359758,0.0225607826764149,0.011587282228924,"mrna_MTOR/mrna_NRAS/mrna_INSR",3
"c-18","hsa04152","AMPK signaling pathway","4/54","120/8086",0.00824021097356903,0.0227429822870505,0.0116808604677961,"mrna_PDPK1/mrna_MTOR/mrna_PPP2R1A/mrna_INSR",4
"c-18","hsa04926","Relaxin signaling pathway","4/54","129/8086",0.0105684531178459,0.0286173901350646,0.0146979730670812,"mrna_TGFBR2/mrna_NFKB1/mrna_MAPK3/mrna_NRAS",4
"c-18","hsa04510","Focal adhesion","5/54","201/8086",0.010645116137198,0.0286173901350646,0.0146979730670812,"mrna_PDPK1/mrna_ITGA2/mrna_ITGA3/mrna_FLNB/mrna_MAPK3",5
"c-18","hsa04920","Adipocytokine signaling pathway","3/54","69/8086",0.0108134418757772,0.0286972111318703,0.0147389693583468,"mrna_TRAF2/mrna_MTOR/mrna_NFKB1",3
"c-18","hsa05415","Diabetic cardiomyopathy","5/54","203/8086",0.0110794788927239,0.0287371923689088,0.0147595038355443,"mrna_MTOR/mrna_TGFBR2/mrna_NFKB1/mrna_SDHC/mrna_INSR",5
"c-18","hsa04917","Prolactin signaling pathway","3/54","70/8086",0.0112449883182687,0.0287371923689088,0.0147595038355443,"mrna_NFKB1/mrna_MAPK3/mrna_NRAS",3
"c-18","hsa05230","Central carbon metabolism in cancer","3/54","70/8086",0.0112449883182687,0.0287371923689088,0.0147595038355443,"mrna_MTOR/mrna_MAPK3/mrna_NRAS",3
"c-18","hsa04520","Adherens junction","3/54","71/8086",0.0116864009323991,0.0295010365000806,0.0151518163565123,"mrna_TGFBR2/mrna_MAPK3/mrna_INSR",3
"c-18","hsa04015","Rap1 signaling pathway","5/54","210/8086",0.0126955217666851,0.0316623253699254,0.0162618604747646,"mrna_PRKCI/mrna_MAPK3/mrna_MAP2K3/mrna_NRAS/mrna_INSR",5
"c-18","hsa05135","Yersinia infection","4/54","137/8086",0.0129650695681028,0.0319496357213961,0.0164094238894534,"mrna_TRAF2/mrna_NFKB1/mrna_MAPK3/mrna_MAP2K3",4
"c-18","hsa05207","Chemical carcinogenesis - receptor activation","5/54","212/8086",0.0131852292413339,0.0321099112112484,0.0164917418374579,"mrna_MTOR/mrna_NFKB1/mrna_MAPK3/mrna_E2F1/mrna_NRAS",5
"c-18","hsa05162","Measles","4/54","139/8086",0.0136142334232596,0.0327691432397061,0.0168303252845681,"mrna_BID/mrna_NFKB1/mrna_CDKN1B/mrna_BAX",4
"c-18","hsa04140","Autophagy - animal","4/54","141/8086",0.0142838465035519,0.0339857037498305,0.0174551542269661,"mrna_PDPK1/mrna_MTOR/mrna_MAPK3/mrna_NRAS",4
"c-18","hsa04662","B cell receptor signaling pathway","3/54","82/8086",0.0172026051949634,0.0404652190381524,0.0207830517307572,"mrna_NFKB1/mrna_MAPK3/mrna_NRAS",3
"c-18","hsa04014","Ras signaling pathway","5/54","232/8086",0.0188038141848671,0.0432487726251943,0.0222126927797845,"mrna_NFKB1/mrna_MAPK3/mrna_ABL1/mrna_NRAS/mrna_INSR",5
"c-18","hsa04714","Thermogenesis","5/54","232/8086",0.0188038141848671,0.0432487726251943,0.0222126927797845,"mrna_MTOR/mrna_ARID1A/mrna_MAP2K3/mrna_SDHC/mrna_NRAS",5
"c-18","hsa04215","Apoptosis - multiple species","2/54","32/8086",0.0191035295150662,0.0434552814243815,0.0223187562871219,"mrna_BID/mrna_BAX",2
"c-18","hsa04390","Hippo signaling pathway","4/54","157/8086",0.0204005743905013,0.0459012923786279,0.0235750344787257,"mrna_SMAD7/mrna_TGFBR2/mrna_PRKCI/mrna_PPP2R1A",4
"c-18","hsa04512","ECM-receptor interaction","3/54","88/8086",0.0207293344032978,0.0461394862525016,0.0236973715306517,"mrna_ITGA2/mrna_ITGA3/mrna_CD44",3
"c-19","hsa05210","Colorectal cancer","8/55","86/8086",9.53820026633121e-08,1.516384902753e-05,9.9868862157107e-06,"mrna_LEF1/mrna_BCL2/mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_CYCS/mrna_GADD45B/mrna_GADD45A",8
"c-19","hsa05222","Small cell lung cancer","8/55","92/8086",1.62180203502994e-07,1.516384902753e-05,9.9868862157107e-06,"mrna_BCL2/mrna_CASP9/mrna_TRAF4/mrna_AKT2/mrna_CYCS/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",8
"c-19","hsa05215","Prostate cancer","8/55","97/8086",2.45337705443146e-07,1.52927169726228e-05,1.00717584339818e-05,"mrna_ETV5/mrna_LEF1/mrna_BCL2/mrna_PDGFD/mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_CCNE1",8
"c-19","hsa05226","Gastric cancer","9/55","149/8086",5.93821723368329e-07,2.77611655674694e-05,1.82834583247617e-05,"mrna_LEF1/mrna_BCL2/mrna_WNT5A/mrna_WNT2B/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",9
"c-19","hsa05213","Endometrial cancer","6/55","58/8086",2.30932267763676e-06,7.66684019364919e-05,5.04936843600876e-05,"mrna_LEF1/mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",6
"c-19","hsa04068","FoxO signaling pathway","8/55","131/8086",2.45994872523504e-06,7.66684019364919e-05,5.04936843600876e-05,"mrna_IL7R/mrna_ARAF/mrna_AKT2/mrna_IRS1/mrna_GADD45B/mrna_TNFSF10/mrna_GADD45A/mrna_STK4",8
"c-19","hsa05217","Basal cell carcinoma","6/55","63/8086",3.7769459686616e-06,0.000100898413734246,6.64515305764522e-05,"mrna_LEF1/mrna_WNT5A/mrna_WNT2B/mrna_SMO/mrna_GADD45B/mrna_GADD45A",6
"c-19","hsa05223","Non-small cell lung cancer","6/55","72/8086",8.28715186882133e-06,0.000186633636642812,0.000122916608427858,"mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A/mrna_STK4",6
"c-19","hsa04115","p53 signaling pathway","6/55","73/8086",8.98236753895885e-06,0.000186633636642812,0.000122916608427858,"mrna_BCL2/mrna_CASP9/mrna_CYCS/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",6
"c-19","hsa05161","Hepatitis B","8/55","162/8086",1.19417787954917e-05,0.000223311263475696,0.000147072433586582,"mrna_BCL2/mrna_PTK2B/mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_CYCS/mrna_IRAK1/mrna_CCNE1",8
"c-19","hsa04210","Apoptosis","7/55","136/8086",3.37690382472127e-05,0.000574073650202616,0.000378083968892238,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_GADD45B/mrna_TNFSF10/mrna_GADD45A",7
"c-19","hsa05224","Breast cancer","7/55","147/8086",5.5613296101294e-05,0.000843818280406499,0.000555737342007094,"mrna_LEF1/mrna_WNT5A/mrna_WNT2B/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",7
"c-19","hsa05169","Epstein-Barr virus infection","8/55","202/8086",5.86611638785266e-05,0.000843818280406499,0.000555737342007094,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",8
"c-19","hsa05218","Melanoma","5/55","72/8086",0.000119716319478463,0.00159906798160518,0.00105314356232934,"mrna_PDGFD/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",5
"c-19","hsa05225","Hepatocellular carcinoma","7/55","168/8086",0.000129248911013636,0.00161130309063667,0.00106120158516459,"mrna_LEF1/mrna_WNT5A/mrna_WNT2B/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",7
"c-19","hsa04010","MAPK signaling pathway","9/55","294/8086",0.000143229680397052,0.00167399688964055,0.00110249161884573,"mrna_ERBB3/mrna_PDGFD/mrna_RPS6KA3/mrna_ARAF/mrna_AKT2/mrna_IRAK1/mrna_GADD45B/mrna_GADD45A/mrna_STK4",9
"c-19","hsa05212","Pancreatic cancer","5/55","76/8086",0.000154852661590614,0.00170337927749675,0.00112184281152333,"mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",5
"c-19","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/55","79/8086",0.00018600862722359,0.00193242296060063,0.0012726906073193,"mrna_ERBB3/mrna_BCL2/mrna_PDGFD/mrna_ARAF/mrna_AKT2",5
"c-19","hsa05162","Measles","6/55","139/8086",0.000336014020304438,0.00330708535773316,0.00217804101803985,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1/mrna_CCNE1",6
"c-19","hsa04151","PI3K-Akt signaling pathway","9/55","354/8086",0.000568897191647958,0.00520449892298617,0.00342767449473336,"mrna_F2R/mrna_ERBB3/mrna_IL7R/mrna_BCL2/mrna_PDGFD/mrna_CASP9/mrna_AKT2/mrna_IRS1/mrna_CCNE1",9
"c-19","hsa05417","Lipid and atherosclerosis","7/55","215/8086",0.000584462445896842,0.00520449892298617,0.00342767449473336,"mrna_BCL2/mrna_CXCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1/mrna_TNFSF10",7
"c-19","hsa04064","NF-kappa B signaling pathway","5/55","104/8086",0.000667361262999752,0.00567257073549789,0.00373594582636225,"mrna_BCL2/mrna_CXCL2/mrna_IRAK1/mrna_GADD45B/mrna_GADD45A",5
"c-19","hsa05145","Toxoplasmosis","5/55","112/8086",0.000934309959189975,0.00759634618993589,0.00500294120023923,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1",5
"c-19","hsa04722","Neurotrophin signaling pathway","5/55","119/8086",0.00122703354026536,0.00956063633456758,0.00629661948294065,"mrna_BCL2/mrna_RPS6KA3/mrna_AKT2/mrna_IRAK1/mrna_IRS1",5
"c-19","hsa04215","Apoptosis - multiple species","3/55","32/8086",0.00128456042189134,0.00960851195574722,0.00632815028889629,"mrna_BCL2/mrna_CASP9/mrna_CYCS",3
"c-19","hsa05132","Salmonella infection","7/55","249/8086",0.00138603336295527,0.00996877841817832,0.00656542119294604,"mrna_LEF1/mrna_BCL2/mrna_ANXA2/mrna_AKT2/mrna_CYCS/mrna_IRAK1/mrna_TNFSF10",7
"c-19","hsa01524","Platinum drug resistance","4/55","73/8086",0.00147285826123491,0.0102009072167011,0.00671830084072066,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS",4
"c-19","hsa05214","Glioma","4/55","75/8086",0.00162831433704305,0.010874813608109,0.00716213449000139,"mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",4
"c-19","hsa05220","Chronic myeloid leukemia","4/55","76/8086",0.00171017331901264,0.0110276693329436,0.00726280502085222,"mrna_ARAF/mrna_AKT2/mrna_GADD45B/mrna_GADD45A",4
"c-19","hsa05216","Thyroid cancer","3/55","37/8086",0.00196456742231477,0.0122458035990954,0.00806506626002904,"mrna_LEF1/mrna_GADD45B/mrna_GADD45A",3
"c-19","hsa05205","Proteoglycans in cancer","6/55","205/8086",0.00254205214982886,0.0153343145812257,0.0100991545511028,"mrna_ERBB3/mrna_WNT5A/mrna_WNT2B/mrna_SMO/mrna_ARAF/mrna_AKT2",6
"c-19","hsa05170","Human immunodeficiency virus 1 infection","6/55","212/8086",0.00300576537326534,0.0175649414000194,0.0115682417326331,"mrna_BCL2/mrna_PTK2B/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1",6
"c-19","hsa05010","Alzheimer disease","8/55","369/8086",0.0032346844987491,0.0183298788262449,0.0120720282728435,"mrna_WNT5A/mrna_WNT2B/mrna_CASP9/mrna_ARAF/mrna_AKT2/mrna_RB1CC1/mrna_CYCS/mrna_IRS1",8
"c-19","hsa04150","mTOR signaling pathway","5/55","155/8086",0.00390153440332628,0.0214255297553127,0.0141108189213149,"mrna_WNT5A/mrna_WNT2B/mrna_RPS6KA3/mrna_AKT2/mrna_IRS1",5
"c-19","hsa04218","Cellular senescence","5/55","156/8086",0.00401012589003179,0.0214255297553127,0.0141108189213149,"mrna_FOXM1/mrna_AKT2/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",5
"c-19","hsa01522","Endocrine resistance","4/55","98/8086",0.00431256474175713,0.0224013779641273,0.0147535109586428,"mrna_BCL2/mrna_CYP2D6/mrna_ARAF/mrna_AKT2",4
"c-19","hsa04923","Regulation of lipolysis in adipocytes","3/55","57/8086",0.00672264962906525,0.0330825126482948,0.0217880888255023,"mrna_AKT2/mrna_ADRB2/mrna_IRS1",3
"c-19","hsa05134","Legionellosis","3/55","57/8086",0.00672264962906525,0.0330825126482948,0.0217880888255023,"mrna_CXCL2/mrna_CASP9/mrna_CYCS",3
"c-19","hsa00531","Glycosaminoglycan degradation","2/55","19/8086",0.00721303122171197,0.0342066781462287,0.0225284623873276,"mrna_IDUA/mrna_HEXA",2
"c-19","hsa05152","Tuberculosis","5/55","180/8086",0.00731693650186709,0.0342066781462287,0.0225284623873276,"mrna_BCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS/mrna_IRAK1",5
"c-19","hsa04110","Cell cycle","4/55","124/8086",0.00983642095493818,0.0442861041457044,0.0291667558966925,"mrna_BUB3/mrna_GADD45B/mrna_GADD45A/mrna_CCNE1",4
"c-19","hsa05167","Kaposi sarcoma-associated herpesvirus infection","5/55","194/8086",0.00994661162630794,0.0442861041457044,0.0291667558966925,"mrna_LEF1/mrna_CXCL2/mrna_CASP9/mrna_AKT2/mrna_CYCS",5
"c-19","hsa05221","Acute myeloid leukemia","3/55","67/8086",0.0104938721626029,0.044986267741023,0.0296278824976059,"mrna_LEF1/mrna_ARAF/mrna_AKT2",3
"c-19","hsa05130","Pathogenic Escherichia coli infection","5/55","197/8086",0.0105850041743584,0.044986267741023,0.0296278824976059,"mrna_F2R/mrna_CASP9/mrna_CYCS/mrna_IRAK1/mrna_TNFSF10",5
"c-20","hsa05165","Human papillomavirus infection","12/49","331/8086",4.27038997769368e-07,7.72940585962556e-05,4.31534145114309e-05,"mrna_LAMA5/mrna_CDK6/mrna_NOTCH1/mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_RBL1/mrna_EIF2AK2/mrna_PPP2R2A/mrna_PIK3R2/mrna_RHEB/mrna_TNFRSF1A",12
"c-20","hsa05160","Hepatitis C","8/49","157/8086",3.87735851866608e-06,0.00035090094593928,0.000195908640943128,"mrna_CDK6/mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_EIF2AK2/mrna_PPP2R2A/mrna_PIK3R2/mrna_TNFRSF1A",8
"c-20","hsa05162","Measles","7/49","139/8086",1.79260079062128e-05,0.00108153581034151,0.000603823424209274,"mrna_CDK6/mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_EIF2AK2/mrna_CSNK2A1/mrna_PIK3R2",7
"c-20","hsa05169","Epstein-Barr virus infection","8/49","202/8086",2.47048388822025e-05,0.00111789395941966,0.000624122245445115,"mrna_NCOR2/mrna_BCL2L11/mrna_CDK6/mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_EIF2AK2/mrna_PIK3R2",8
"c-20","hsa04218","Cellular senescence","7/49","156/8086",3.78276710148548e-05,0.00136936169073775,0.000764517140510751,"mrna_HIPK2/mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_RBL1/mrna_PIK3R2/mrna_RHEB",7
"c-20","hsa05218","Melanoma","5/49","72/8086",6.83964980888787e-05,0.00206329435901451,0.00115194102044427,"mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_CDH1",5
"c-20","hsa05212","Pancreatic cancer","5/49","76/8086",8.86880379960726e-05,0.00229321926818416,0.00128030851843954,"mrna_RALBP1/mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",5
"c-20","hsa05167","Kaposi sarcoma-associated herpesvirus infection","7/49","194/8086",0.000150199844536511,0.00339827148263856,0.0018972611941454,"mrna_CDK6/mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_EIF2AK2/mrna_PIK3R2/mrna_TNFRSF1A",7
"c-20","hsa05222","Small cell lung cancer","5/49","92/8086",0.000219545180764993,0.00441529752427374,0.00246506869630869,"mrna_LAMA5/mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",5
"c-20","hsa05163","Human cytomegalovirus infection","7/49","225/8086",0.000373430145264949,0.006533665404372,0.00364775736446474,"mrna_ROCK1/mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_RHEB/mrna_TNFRSF1A",7
"c-20","hsa05213","Endometrial cancer","4/49","58/8086",0.000397073588111006,0.006533665404372,0.00364775736446474,"mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_CDH1",4
"c-20","hsa05225","Hepatocellular carcinoma","6/49","168/8086",0.000490737425912771,0.00740195617418429,0.00413252569189702,"mrna_CDK6/mrna_SMARCE1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_ARID2",6
"c-20","hsa05164","Influenza A","6/49","172/8086",0.000556083351514392,0.0077423912787773,0.00432259123444385,"mrna_CDK6/mrna_AKT1/mrna_IKBKE/mrna_EIF2AK2/mrna_PIK3R2/mrna_TNFRSF1A",6
"c-20","hsa04071","Sphingolipid signaling pathway","5/49","119/8086",0.0007214402999017,0.0088030919533589,0.00491478236418991,"mrna_ROCK1/mrna_AKT1/mrna_PPP2R2A/mrna_PIK3R2/mrna_TNFRSF1A",5
"c-20","hsa04152","AMPK signaling pathway","5/49","120/8086",0.000749404833805854,0.0088030919533589,0.00491478236418991,"mrna_AKT1/mrna_CCND1/mrna_PPP2R2A/mrna_PIK3R2/mrna_RHEB",5
"c-20","hsa04919","Thyroid hormone signaling pathway","5/49","121/8086",0.000778173874330068,0.0088030919533589,0.00491478236418991,"mrna_NOTCH1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_RHEB",5
"c-20","hsa04110","Cell cycle","5/49","124/8086",0.000869455394825784,0.00909846659981073,0.00507969057040901,"mrna_PCNA/mrna_BUB1/mrna_CDK6/mrna_CCND1/mrna_RBL1",5
"c-20","hsa05223","Non-small cell lung cancer","4/49","72/8086",0.000904819882854106,0.00909846659981073,0.00507969057040901,"mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",4
"c-20","hsa05214","Glioma","4/49","75/8086",0.00105485603593681,0.00958015539318055,0.00534861830616652,"mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",4
"c-20","hsa05220","Chronic myeloid leukemia","4/49","76/8086",0.0011085320358224,0.00958015539318055,0.00534861830616652,"mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",4
"c-20","hsa04068","FoxO signaling pathway","5/49","131/8086",0.00111338658892934,0.00958015539318055,0.00534861830616652,"mrna_BCL2L11/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_CAT",5
"c-20","hsa04151","PI3K-Akt signaling pathway","8/49","354/8086",0.00116443877707167,0.00958015539318055,0.00534861830616652,"mrna_LAMA5/mrna_BCL2L11/mrna_CDK6/mrna_AKT1/mrna_CCND1/mrna_PPP2R2A/mrna_PIK3R2/mrna_RHEB",8
"c-20","hsa01521","EGFR tyrosine kinase inhibitor resistance","4/49","79/8086",0.00128105536826677,0.00992814623964663,0.00554290223324267,"mrna_AXL/mrna_BCL2L11/mrna_AKT1/mrna_PIK3R2",4
"c-20","hsa04210","Apoptosis","5/49","136/8086",0.00131643928039513,0.00992814623964663,0.00554290223324267,"mrna_BCL2L11/mrna_AKT1/mrna_CTSC/mrna_PIK3R2/mrna_TNFRSF1A",5
"c-20","hsa04140","Autophagy - animal","5/49","141/8086",0.00154572282765437,0.0111910332722176,0.00624797437704501,"mrna_AKT1/mrna_DAPK1/mrna_PIK3R2/mrna_RHEB/mrna_RAB7A",5
"c-20","hsa05210","Colorectal cancer","4/49","86/8086",0.00175527108510275,0.0122193871693691,0.0068221062416949,"mrna_BCL2L11/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",4
"c-20","hsa05224","Breast cancer","5/49","147/8086",0.00185830347984551,0.0122583986193115,0.00684388640566388,"mrna_CDK6/mrna_NOTCH1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",5
"c-20","hsa05219","Bladder cancer","3/49","41/8086",0.00189632685823603,0.0122583986193115,0.00684388640566388,"mrna_CCND1/mrna_DAPK1/mrna_CDH1",3
"c-20","hsa04211","Longevity regulating pathway","4/49","89/8086",0.00199153972667802,0.012429954845818,0.00693966656120109,"mrna_AKT1/mrna_PIK3R2/mrna_RHEB/mrna_CAT",4
"c-20","hsa01522","Endocrine resistance","4/49","98/8086",0.00283132591005671,0.0170823329906755,0.00953709780229629,"mrna_NOTCH1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",4
"c-20","hsa05142","Chagas disease","4/49","102/8086",0.00327242659427384,0.0185096629238614,0.0103339787187595,"mrna_AKT1/mrna_PPP2R2A/mrna_PIK3R2/mrna_TNFRSF1A",4
"c-20","hsa05146","Amoebiasis","4/49","102/8086",0.00327242659427384,0.0185096629238614,0.0103339787187595,"mrna_LAMA5/mrna_PIK3R2/mrna_HSPB1/mrna_RAB7A",4
"c-20","hsa04625","C-type lectin receptor signaling pathway","4/49","104/8086",0.00350965589672813,0.0189297777165443,0.0105685295771344,"mrna_AKT1/mrna_IKBKE/mrna_PIK3R2/mrna_MALT1",4
"c-20","hsa05131","Shigellosis","6/49","247/8086",0.00355586984730666,0.0189297777165443,0.0105685295771344,"mrna_ARF1/mrna_ROCK1/mrna_AKT1/mrna_PIK3R2/mrna_MALT1/mrna_TNFRSF1A",6
"c-20","hsa04931","Insulin resistance","4/49","108/8086",0.00401879831892351,0.0207829284492901,0.0116031470260649,"mrna_AKT1/mrna_PIK3R2/mrna_NR1H2/mrna_TNFRSF1A",4
"c-20","hsa05152","Tuberculosis","5/49","180/8086",0.00446305694138383,0.0224392585108465,0.012527879133709,"mrna_AKT1/mrna_MALT1/mrna_VDR/mrna_TNFRSF1A/mrna_RAB7A",5
"c-20","hsa04370","VEGF signaling pathway","3/49","59/8086",0.00535830921470866,0.0262122694016829,0.0146343580259468,"mrna_AKT1/mrna_PIK3R2/mrna_HSPB1",3
"c-20","hsa04213","Longevity regulating pathway - multiple species","3/49","62/8086",0.00615511041644859,0.0293177627730841,0.01636816066424,"mrna_AKT1/mrna_PIK3R2/mrna_CAT",3
"c-20","hsa05010","Alzheimer disease","7/49","369/8086",0.00638336587852467,0.0296253647182812,0.0165398953937481,"mrna_GAPDH/mrna_AKT1/mrna_EIF2AK2/mrna_PSMA7/mrna_CSNK2A1/mrna_PIK3R2/mrna_TNFRSF1A",7
"c-20","hsa04510","Focal adhesion","5/49","201/8086",0.00709009227020638,0.0320826675226838,0.0179118120510477,"mrna_LAMA5/mrna_ROCK1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2",5
"c-20","hsa05203","Viral carcinogenesis","5/49","204/8086",0.0075382291550977,0.0323776275004543,0.0180764887469824,"mrna_CDK6/mrna_CCND1/mrna_RBL1/mrna_EIF2AK2/mrna_PIK3R2",5
"c-20","hsa05221","Acute myeloid leukemia","3/49","67/8086",0.00763343374268892,0.0323776275004543,0.0180764887469824,"mrna_AKT1/mrna_CCND1/mrna_PIK3R2",3
"c-20","hsa05205","Proteoglycans in cancer","5/49","205/8086",0.00769192255535655,0.0323776275004543,0.0180764887469824,"mrna_ROCK1/mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_PLAUR",5
"c-20","hsa03430","Mismatch repair","2/49","23/8086",0.00839202695358814,0.0345217472408967,0.019273554725944,"mrna_PCNA/mrna_POLD1",2
"c-20","hsa04917","Prolactin signaling pathway","3/49","70/8086",0.0086127826369893,0.0346425257176681,0.019340985570783,"mrna_AKT1/mrna_CCND1/mrna_PIK3R2",3
"c-20","hsa05207","Chemical carcinogenesis - receptor activation","5/49","212/8086",0.00882978348479645,0.0347432784945252,0.0193972360306741,"mrna_AKT1/mrna_IKBKE/mrna_CCND1/mrna_PIK3R2/mrna_VDR",5
"c-20","hsa05206","MicroRNAs in cancer","6/49","310/8086",0.0105545875308028,0.0406463902781981,0.0226929541535738,"mrna_BCL2L11/mrna_ROCK1/mrna_CDK6/mrna_NOTCH1/mrna_CCND1/mrna_PIK3R2",6
"c-20","hsa04072","Phospholipase D signaling pathway","4/49","148/8086",0.0120642598629484,0.0454923132332013,0.0253984418167335,"mrna_ARF1/mrna_AKT1/mrna_PIK3R2/mrna_RHEB",4
"c-20","hsa05226","Gastric cancer","4/49","149/8086",0.0123426632805911,0.0455922868119793,0.0254542572489096,"mrna_AKT1/mrna_CCND1/mrna_PIK3R2/mrna_CDH1",4
"c-20","hsa05171","Coronavirus disease - COVID-19","5/49","232/8086",0.0127168578857102,0.0460350255462711,0.0257014390953302,"mrna_RPS26/mrna_IKBKE/mrna_EIF2AK2/mrna_PIK3R2/mrna_TNFRSF1A",5
"c-20","hsa04662","B cell receptor signaling pathway","3/49","82/8086",0.0132467903517871,0.0470131186994796,0.0262475102945626,"mrna_AKT1/mrna_PIK3R2/mrna_MALT1",3
"c-20","hsa04150","mTOR signaling pathway","4/49","155/8086",0.0141001194090118,0.0481532379817196,0.0268840409784535,"mrna_AKT1/mrna_PIK3R2/mrna_RHEB/mrna_TNFRSF1A",4
"c-20","hsa04932","Non-alcoholic fatty liver disease","4/49","155/8086",0.0141001194090118,0.0481532379817196,0.0268840409784535,"mrna_BCL2L11/mrna_AKT1/mrna_PIK3R2/mrna_TNFRSF1A",4
"c-3","hsa05170","Human immunodeficiency virus 1 infection","8/39","212/8086",5.9775855274487e-06,0.000902615414644754,0.00079910880209051,"mrna_BCL2L1/mrna_PAK1/mrna_PXN/mrna_TAB1/mrna_RBX1/mrna_MTOR/mrna_CCNB1/mrna_CDC25C",8
"c-3","hsa05131","Shigellosis","7/39","247/8086",0.000151885853267915,0.0114673819217276,0.0101523701921186,"mrna_ITGB1/mrna_BCL2L1/mrna_AKT1S1/mrna_PXN/mrna_TAB1/mrna_RBX1/mrna_MTOR",7
"c-3","hsa05211","Renal cell carcinoma","4/39","69/8086",0.000318917389150925,0.0160521752539299,0.0142114064639184,"mrna_PAK1/mrna_TFE3/mrna_RBX1/mrna_FLCN",4
"c-21","hsa01522","Endocrine resistance","7/47","98/8086",1.30945402123081e-06,0.00027498534445847,0.000183323562972313,"mrna_EGFR/mrna_SP1/mrna_NCOR1/mrna_MAP2K1/mrna_NCOA3/mrna_PRKACA/mrna_JUN",7
